prod_idx,surv_prob
1,1.0
2,0.9998503889886295
4,0.9997007779772592
6,0.9995511669658887
8,0.9994015559545183
9,0.9992519449431478
10,0.998952722920407
11,0.9988031119090367
12,0.9986535008976662
14,0.9983542788749254
15,0.998204667863555
17,0.9980550568521845
22,0.9979054458408141
23,0.9977558348294436
24,0.9976062238180732
26,0.9973070017953323
28,0.9971573907839618
30,0.9968581687612209
31,0.9965589467384801
32,0.9964093357271097
36,0.9962597247157392
39,0.9959605026929983
40,0.9956612806702574
43,0.9955116696588869
46,0.9953620586475165
48,0.995212447636146
58,0.9950628366247756
60,0.9949132256134051
61,0.9947636146020347
65,0.9944643925792938
68,0.9943147815679233
70,0.9941651705565528
71,0.9940155595451825
72,0.9935667265110711
77,0.9932675044883302
78,0.9931178934769598
79,0.9929682824655893
81,0.9928186714542189
82,0.9926690604428484
83,0.9923698384201075
85,0.9920706163973666
86,0.9919210053859963
87,0.9917713943746258
92,0.9916217833632553
96,0.9913225613405144
98,0.991172950329144
99,0.9910233393177735
100,0.9908737283064031
102,0.9907241172950326
111,0.9905745062836622
115,0.9904248952722917
116,0.9902752842609214
117,0.9899760622381805
119,0.98982645122681
120,0.9896768402154396
121,0.9893776181926988
126,0.9892280071813283
127,0.9889287851585874
128,0.9887791741472169
132,0.9886295631358465
133,0.9884799521244761
135,0.9881807301017352
136,0.9880311190903648
137,0.9878815080789943
140,0.987731897067624
143,0.9875822860562535
147,0.9874326750448831
149,0.9872830640335126
150,0.9871334530221422
152,0.9868342309994013
154,0.9866846199880308
155,0.9865350089766604
156,0.9863853979652899
158,0.9862357869539194
160,0.9859365649311785
161,0.9856373429084376
163,0.9854877318970673
164,0.9853381208856969
168,0.9850388988629561
171,0.9848892878515858
173,0.9844404548174744
175,0.9841412327947335
177,0.9838420107719926
180,0.9836923997606222
183,0.9835427887492517
186,0.9833931777378813
187,0.9832435667265108
190,0.9830939557151404
193,0.9829443447037699
196,0.9824955116696585
199,0.9823459006582882
202,0.9821962896469177
203,0.9818970676241768
204,0.9817474566128064
206,0.9815978456014359
207,0.9814482345900655
208,0.981298623578695
209,0.9811490125673246
210,0.9809994015559541
211,0.9807001795332133
212,0.9804009575104725
213,0.9802513464991021
215,0.9799521244763612
216,0.9798025134649907
217,0.9796529024536202
218,0.9795032914422498
220,0.9793536804308793
221,0.9792040694195089
223,0.9790544584081384
224,0.9786056253740271
227,0.9784560143626566
230,0.9781567923399157
233,0.9780071813285454
234,0.9778575703171749
236,0.9777079593058045
237,0.977558348294434
238,0.9774087372830635
240,0.9772591262716931
241,0.9768102932375817
243,0.9766606822262113
244,0.9765110712148408
246,0.9762118491920999
249,0.975912627169359
253,0.9756134051466182
254,0.9753141831238773
255,0.9751645721125068
258,0.9750149611011364
262,0.974865350089766
263,0.9744165170556547
264,0.9742669060442842
266,0.9741172950329138
269,0.9739676840215433
271,0.9738180730101729
273,0.9736684619988025
276,0.9735188509874321
277,0.9733692399760616
279,0.9730700179533207
281,0.9729204069419503
284,0.9727707959305798
285,0.9726211849192093
288,0.9724715739078389
289,0.9723219628964684
291,0.972172351885098
298,0.9718731298623571
301,0.9717235188509866
303,0.9714242968282458
313,0.9712746858168755
314,0.971125074805505
316,0.9709754637941346
317,0.9708258527827641
318,0.9705266307600233
319,0.9703770197486529
320,0.9702274087372824
323,0.9700777977259121
326,0.9699281867145416
328,0.9697785757031712
329,0.9696289646918007
332,0.9694793536804304
333,0.9693297426690599
334,0.9691801316576895
337,0.969030520646319
340,0.9688809096349487
341,0.9687312986235782
343,0.9684320766008373
346,0.9682824655894668
347,0.9681328545780964
349,0.9679832435667259
352,0.9678336325553555
353,0.967684021543985
355,0.9675344105326146
356,0.9670855774985033
359,0.9669359664871329
360,0.9667863554757624
365,0.966636744464392
366,0.966337522441651
367,0.9658886894075397
368,0.9657390783961692
370,0.9655894673847988
371,0.9654398563734283
374,0.9652902453620579
377,0.964991023339317
381,0.9648414123279465
383,0.9646918013165761
384,0.9642429682824648
385,0.9640933572710944
386,0.9639437462597239
390,0.963644524236983
391,0.9634949132256125
392,0.9633453022142421
394,0.9631956912028716
397,0.9628964691801307
398,0.9627468581687603
399,0.9624476361460194
402,0.962298025134649
404,0.9621484141232786
407,0.9619988031119082
411,0.9618491921005378
412,0.9615499700777969
416,0.9614003590664264
417,0.961250748055056
419,0.9611011370436855
420,0.9608019150209446
421,0.9605026929982037
422,0.9602034709754629
424,0.9600538599640924
425,0.959904248952722
426,0.9597546379413515
428,0.9596050269299811
436,0.9594554159186106
438,0.9593058049072402
440,0.9591561938958697
444,0.9590065828844992
447,0.9587073608617585
448,0.958557749850388
451,0.9584081388390175
460,0.9581089168162766
461,0.9579593058049063
463,0.9576600837821654
464,0.9575104727707949
465,0.9573608617594245
466,0.957211250748054
467,0.9570616397366836
469,0.9569120287253131
471,0.9567624177139427
472,0.9564631956912019
473,0.9563135846798314
476,0.956163973668461
477,0.9560143626570906
482,0.9558647516457202
483,0.9554159186116089
484,0.955116696588868
485,0.9549670855774975
486,0.9548174745661271
487,0.9546678635547566
488,0.9545182525433862
489,0.9542190305206453
492,0.9539198084979044
494,0.9537701974865339
495,0.9536205864751635
496,0.9533213644524227
497,0.9530221424296818
498,0.9528725314183113
499,0.9527229204069408
500,0.9524236983841999
506,0.952124476361459
507,0.9518252543387182
510,0.9516756433273478
512,0.9515260323159773
515,0.9513764213046069
518,0.9512268102932364
519,0.9509275882704955
520,0.950777977259125
521,0.9506283662477546
525,0.9504787552363841
527,0.9503291442250137
528,0.9501795332136432
530,0.9498803111909024
531,0.9497307001795321
532,0.9495810891681616
533,0.9494314781567913
534,0.9492818671454208
536,0.9488330341113095
537,0.948683423099939
539,0.9485338120885686
543,0.9483842010771982
549,0.9482345900658278
550,0.9480849790544573
552,0.947935368043087
553,0.9477857570317165
554,0.9474865350089756
558,0.9473369239976052
561,0.9471873129862347
562,0.9470377019748643
563,0.9468880909634938
564,0.9467384799521233
565,0.9465888689407529
570,0.9464392579293824
571,0.946289646918012
572,0.9461400359066415
576,0.9459904248952711
577,0.9456912028725302
578,0.9455415918611597
580,0.9453919808497893
583,0.9452423698384188
584,0.9446439257929371
585,0.9444943147815666
586,0.9443447037701962
591,0.9440454817474553
592,0.9437462597247145
593,0.943596648713344
594,0.9434470377019736
595,0.9432974266906031
597,0.9431478156792327
600,0.9429982046678622
601,0.9428485936564918
602,0.942549371633751
610,0.9423997606223805
611,0.9421005385996397
615,0.9419509275882693
616,0.9418013165768988
618,0.9416517055655284
620,0.9415020945541579
624,0.9413524835427874
626,0.9410532615200465
629,0.9409036505086761
631,0.9407540394973056
632,0.9406044284859352
633,0.9403052064631943
634,0.9401555954518239
636,0.9400059844404535
637,0.939856373429083
638,0.9397067624177126
639,0.9395571514063421
640,0.9392579293836012
641,0.9391083183722307
642,0.9389587073608604
644,0.93880909634949
645,0.9386594853381195
647,0.938509874326749
650,0.9382106523040082
653,0.9380610412926378
654,0.9377618192698969
655,0.9376122082585264
656,0.9374625972471561
657,0.9373129862357856
659,0.9371633752244152
663,0.9370137642130447
666,0.9367145421903039
668,0.9365649311789336
670,0.9364153201675631
672,0.9362657091561927
673,0.9361160981448222
675,0.9359664871334518
676,0.9358168761220813
677,0.9356672651107109
679,0.9355176540993404
680,0.9352184320765995
682,0.935068821065229
683,0.9347695990424881
687,0.9346199880311177
688,0.9343207660083769
689,0.9341711549970064
692,0.934021543985636
694,0.9338719329742655
696,0.9337223219628951
698,0.9335727109515246
702,0.9332734889287837
704,0.9331238779174132
706,0.9329742669060428
707,0.9328246558946723
709,0.9326750448833019
711,0.9322262118491905
713,0.9320766008378201
715,0.9317773788150792
717,0.9314781567923383
718,0.9313285457809678
720,0.9311789347695973
721,0.9308797127468564
722,0.9305804907241155
723,0.9304308797127451
725,0.9302812687013746
728,0.9301316576900043
731,0.9299820466786338
732,0.9298324356672634
733,0.929682824655893
736,0.9292339916217817
737,0.9290843806104112
739,0.9289347695990408
740,0.9286355475763
745,0.9284859365649295
747,0.928336325553559
749,0.9281867145421886
750,0.9280371035308183
752,0.9277378815080775
754,0.927588270496707
755,0.9272890484739661
756,0.9271394374625956
757,0.9269898264512253
759,0.9268402154398548
760,0.9266906044284844
761,0.9265409934171139
762,0.9262417713943731
763,0.9260921603830028
764,0.9259425493716323
766,0.925792938360262
768,0.9254937163375211
769,0.9253441053261506
770,0.9251944943147802
774,0.9250448833034097
776,0.9247456612806688
777,0.9245960502692984
779,0.9242968282465575
781,0.9239976062238167
783,0.9238479952124462
784,0.9235487731897054
785,0.9232495511669646
787,0.9230999401555942
788,0.9226511071214828
797,0.9223518850987419
798,0.9222022740873714
799,0.922052663076001
800,0.9219030520646305
801,0.9216038300418896
802,0.9213046080191488
803,0.9210053859964079
808,0.9208557749850375
809,0.920706163973667
811,0.9205565529622965
812,0.9204069419509261
814,0.9202573309395556
815,0.9201077199281853
816,0.9199581089168148
817,0.9198084979054445
820,0.919658886894074
821,0.9192100538599628
822,0.9190604428485923
823,0.9189108318372219
824,0.9184619988031105
825,0.9180131657689992
826,0.9178635547576287
827,0.9177139437462583
829,0.9175643327348878
831,0.9174147217235173
832,0.9171154997007764
833,0.9168162776780355
835,0.9166666666666651
840,0.9165170556552946
841,0.9163674446439242
843,0.9162178336325537
844,0.9159186116098128
846,0.9157690005984424
848,0.9156193895870719
849,0.9154697785757014
850,0.9153201675643311
851,0.9150209455415902
855,0.9147217235188493
856,0.914272890484738
857,0.9141232794733676
858,0.9138240574506268
862,0.9136744464392563
863,0.9135248354278859
864,0.9133752244165155
867,0.9130760023937746
868,0.9129263913824042
870,0.9127767803710337
873,0.9124775583482929
874,0.9123279473369225
875,0.9120287253141816
877,0.9118791143028111
879,0.9117295032914406
882,0.9115798922800702
887,0.9114302812686997
889,0.9112806702573293
890,0.9109814482345884
891,0.9108318372232179
892,0.9106822262118475
893,0.910532615200477
898,0.9103830041891066
899,0.9102333931777361
900,0.9099341711549953
902,0.9097845601436249
903,0.9096349491322544
904,0.9093357271095135
905,0.909186116098143
906,0.9090365050867726
908,0.9088868940754021
911,0.9085876720526612
912,0.9084380610412908
913,0.90813883901855
915,0.9079892280071796
917,0.9078396169958092
918,0.9075403949730683
919,0.9072411729503274
920,0.9070915619389569
922,0.9069419509275864
924,0.9066427289048455
926,0.9064931178934751
928,0.9063435068821046
931,0.9061938958707342
932,0.9060442848593637
938,0.9057450628366228
939,0.9055954518252524
940,0.9054458408138819
941,0.905146618791141
942,0.9049970077797707
943,0.9048473967684002
947,0.9045481747456594
949,0.904398563734289
951,0.904099341711548
952,0.9036505086774367
954,0.9033512866546958
960,0.9032016756433253
962,0.9030520646319549
964,0.9029024536205844
966,0.9027528426092141
967,0.9026032315978437
968,0.9024536205864733
969,0.9023040095751028
970,0.9021543985637325
971,0.9018551765409917
972,0.9017055655296213
973,0.9015559545182509
975,0.90125673249551
976,0.9011071214841395
977,0.9008078994613987
980,0.9006582884500283
981,0.9005086774386578
982,0.9003590664272874
986,0.9002094554159169
988,0.8999102333931761
989,0.8997606223818057
990,0.8996110113704352
992,0.8994614003590647
993,0.8991621783363238
994,0.8988629563135829
995,0.8987133453022125
997,0.898563734290842
999,0.8984141232794716
1001,0.8982645122681011
1004,0.8981149012567308
1005,0.89781567923399
1006,0.8975164572112491
1007,0.8973668461998787
1009,0.8972172351885083
1014,0.8970676241771378
1016,0.8969180131657675
1017,0.896768402154397
1019,0.8966187911430266
1020,0.8964691801316561
1025,0.8963195691202858
1027,0.8961699581089153
1028,0.896020347097545
1029,0.8958707360861746
1031,0.8957211250748042
1032,0.8955715140634337
1033,0.8954219030520633
1035,0.8951226810293224
1038,0.8949730700179519
1039,0.8948234590065814
1040,0.8945242369838405
1041,0.8943746259724701
1043,0.8942250149610996
1044,0.8940754039497292
1046,0.8939257929383587
1048,0.8936265709156178
1051,0.8934769599042474
1053,0.8933273488928769
1054,0.8931777378815065
1056,0.893028126870136
1057,0.8928785158587655
1058,0.8925792938360246
1059,0.8924296828246542
1063,0.8922800718132837
1064,0.8918312387791724
1066,0.8915320167564315
1067,0.891382405745061
1069,0.8912327947336905
1070,0.8910831837223201
1072,0.8906343506882087
1074,0.8904847396768383
1075,0.8903351286654678
1076,0.8900359066427269
1078,0.889736684619986
1081,0.8894374625972452
1082,0.8892878515858748
1083,0.8891382405745043
1086,0.8886894075403929
1088,0.8883901855176521
1089,0.8877917414721704
1090,0.8876421304608001
1094,0.8874925194494296
1095,0.8871932974266887
1097,0.8870436864153183
1099,0.8868940754039478
1100,0.886594853381207
1102,0.8864452423698366
1103,0.8862956313584662
1104,0.885846798324355
1105,0.8856971873129845
1107,0.8853979652902437
1108,0.8852483542788733
1109,0.8849491322561325
1113,0.884799521244762
1114,0.8846499102333916
1115,0.8845002992220211
1117,0.8842010771992802
1118,0.8840514661879098
1119,0.883752244165169
1120,0.8833034111310576
